
---------- Begin Simulation Statistics ----------
final_tick                               118204828672                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 270644                       # Simulator instruction rate (inst/s)
host_mem_usage                                8595016                       # Number of bytes of host memory used
host_op_rate                                   323729                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   964.82                       # Real time elapsed on the host
host_tick_rate                              122514698                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   261123586                       # Number of instructions simulated
sim_ops                                     312340919                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.118205                       # Number of seconds simulated
sim_ticks                                118204828672                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  62626221                       # number of cc regfile reads
system.cpu.cc_regfile_writes                 61925989                       # number of cc regfile writes
system.cpu.committedInsts                   261123586                       # Number of Instructions Simulated
system.cpu.committedOps                     312340919                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.951004                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.951004                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                         7220553                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              1872519                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 33205039                       # Number of branches executed
system.cpu.iew.exec_nop                        244239                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.316001                       # Inst execution rate
system.cpu.iew.exec_refs                    105343722                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   37282887                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                 8089588                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts              67822985                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts             177305                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                 0                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             38642653                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts           335652048                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts              68060835                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           4173709                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             326801785                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                 535603                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                 60249                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                1808759                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                751576                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents          22480                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect      1044370                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect         828149                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                 304470639                       # num instructions consuming a value
system.cpu.iew.wb_count                     322478486                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.639239                       # average fanout of values written-back
system.cpu.iew.wb_producers                 194629444                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.298591                       # insts written-back per cycle
system.cpu.iew.wb_sent                      322836204                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                359559379                       # number of integer regfile reads
system.cpu.int_regfile_writes               212814378                       # number of integer regfile writes
system.cpu.ipc                               1.051521                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.051521                       # IPC: Total IPC of All Threads
system.cpu.l2cache.UpgradeReq_avg_mshr_miss_latency::total 19040.083012                       # average UpgradeReq mshr miss latency
system.cpu.l2cache.SCUpgradeReq_hits::.cpu.data          187                       # number of SCUpgradeReq hits
system.cpu.l2cache.SCUpgradeReq_hits::total          187                       # number of SCUpgradeReq hits
system.cpu.l2cache.SCUpgradeReq_accesses::.cpu.data          187                       # number of SCUpgradeReq accesses(hits+misses)
system.cpu.l2cache.SCUpgradeReq_accesses::total          187                       # number of SCUpgradeReq accesses(hits+misses)
system.cpu.l2cache.ReadExReq_hits::.cpu.data        82702                       # number of ReadExReq hits
system.cpu.l2cache.ReadExReq_hits::.cpu.dcache.prefetcher          207                       # number of ReadExReq hits
system.cpu.l2cache.ReadExReq_hits::total        82909                       # number of ReadExReq hits
system.cpu.l2cache.ReadExReq_misses::.cpu.data       303881                       # number of ReadExReq misses
system.cpu.l2cache.ReadExReq_misses::.cpu.dcache.prefetcher          337                       # number of ReadExReq misses
system.cpu.l2cache.ReadExReq_misses::total       304218                       # number of ReadExReq misses
system.cpu.l2cache.ReadExReq_miss_latency::.cpu.data   6782950000                       # number of ReadExReq miss cycles
system.cpu.l2cache.ReadExReq_miss_latency::.cpu.dcache.prefetcher      7460348                       # number of ReadExReq miss cycles
system.cpu.l2cache.ReadExReq_miss_latency::total   6790410348                       # number of ReadExReq miss cycles
system.cpu.l2cache.ReadExReq_accesses::.cpu.data       386583                       # number of ReadExReq accesses(hits+misses)
system.cpu.l2cache.ReadExReq_accesses::.cpu.dcache.prefetcher          544                       # number of ReadExReq accesses(hits+misses)
system.cpu.l2cache.ReadExReq_accesses::total       387127                       # number of ReadExReq accesses(hits+misses)
system.cpu.l2cache.ReadExReq_miss_rate::.cpu.data     0.786069                       # miss rate for ReadExReq accesses
system.cpu.l2cache.ReadExReq_miss_rate::.cpu.dcache.prefetcher     0.619485                       # miss rate for ReadExReq accesses
system.cpu.l2cache.ReadExReq_miss_rate::total     0.785835                       # miss rate for ReadExReq accesses
system.cpu.l2cache.ReadExReq_avg_miss_latency::.cpu.data 22321.073052                       # average ReadExReq miss latency
system.cpu.l2cache.ReadExReq_avg_miss_latency::.cpu.dcache.prefetcher 22137.531157                       # average ReadExReq miss latency
system.cpu.l2cache.ReadExReq_avg_miss_latency::total 22320.869732                       # average ReadExReq miss latency
system.cpu.l2cache.ReadExReq_mshr_hits::.cpu.data        37746                       # number of ReadExReq MSHR hits
system.cpu.l2cache.ReadExReq_mshr_hits::.cpu.dcache.prefetcher           30                       # number of ReadExReq MSHR hits
system.cpu.l2cache.ReadExReq_mshr_hits::total        37776                       # number of ReadExReq MSHR hits
system.cpu.l2cache.ReadExReq_mshr_misses::.cpu.data       266135                       # number of ReadExReq MSHR misses
system.cpu.l2cache.ReadExReq_mshr_misses::.cpu.dcache.prefetcher          307                       # number of ReadExReq MSHR misses
system.cpu.l2cache.ReadExReq_mshr_misses::total       266442                       # number of ReadExReq MSHR misses
system.cpu.l2cache.ReadExReq_mshr_miss_latency::.cpu.data   5198178993                       # number of ReadExReq MSHR miss cycles
system.cpu.l2cache.ReadExReq_mshr_miss_latency::.cpu.dcache.prefetcher      5845767                       # number of ReadExReq MSHR miss cycles
system.cpu.l2cache.ReadExReq_mshr_miss_latency::total   5204024760                       # number of ReadExReq MSHR miss cycles
system.cpu.l2cache.ReadExReq_mshr_miss_rate::.cpu.data     0.688429                       # mshr miss rate for ReadExReq accesses
system.cpu.l2cache.ReadExReq_mshr_miss_rate::.cpu.dcache.prefetcher     0.564338                       # mshr miss rate for ReadExReq accesses
system.cpu.l2cache.ReadExReq_mshr_miss_rate::total     0.688255                       # mshr miss rate for ReadExReq accesses
system.cpu.l2cache.ReadExReq_avg_mshr_miss_latency::.cpu.data 19532.113375                       # average ReadExReq mshr miss latency
system.cpu.l2cache.ReadExReq_avg_mshr_miss_latency::.cpu.dcache.prefetcher 19041.586319                       # average ReadExReq mshr miss latency
system.cpu.l2cache.ReadExReq_avg_mshr_miss_latency::total 19531.548179                       # average ReadExReq mshr miss latency
system.cpu.l2cache.ReadCleanReq_hits::.cpu.inst       125740                       # number of ReadCleanReq hits
system.cpu.l2cache.ReadCleanReq_hits::total       125740                       # number of ReadCleanReq hits
system.cpu.l2cache.ReadCleanReq_misses::.cpu.inst       367515                       # number of ReadCleanReq misses
system.cpu.l2cache.ReadCleanReq_misses::total       367515                       # number of ReadCleanReq misses
system.cpu.l2cache.ReadCleanReq_miss_latency::.cpu.inst   8835512000                       # number of ReadCleanReq miss cycles
system.cpu.l2cache.ReadCleanReq_miss_latency::total   8835512000                       # number of ReadCleanReq miss cycles
system.cpu.l2cache.ReadCleanReq_accesses::.cpu.inst       493255                       # number of ReadCleanReq accesses(hits+misses)
system.cpu.l2cache.ReadCleanReq_accesses::total       493255                       # number of ReadCleanReq accesses(hits+misses)
system.cpu.l2cache.ReadCleanReq_miss_rate::.cpu.inst     0.745081                       # miss rate for ReadCleanReq accesses
system.cpu.l2cache.ReadCleanReq_miss_rate::total     0.745081                       # miss rate for ReadCleanReq accesses
system.cpu.l2cache.ReadCleanReq_avg_miss_latency::.cpu.inst 24041.228249                       # average ReadCleanReq miss latency
system.cpu.l2cache.ReadCleanReq_avg_miss_latency::total 24041.228249                       # average ReadCleanReq miss latency
system.cpu.l2cache.ReadCleanReq_mshr_misses::.cpu.inst       367515                       # number of ReadCleanReq MSHR misses
system.cpu.l2cache.ReadCleanReq_mshr_misses::total       367515                       # number of ReadCleanReq MSHR misses
system.cpu.l2cache.ReadCleanReq_mshr_miss_latency::.cpu.inst   7261033581                       # number of ReadCleanReq MSHR miss cycles
system.cpu.l2cache.ReadCleanReq_mshr_miss_latency::total   7261033581                       # number of ReadCleanReq MSHR miss cycles
system.cpu.l2cache.ReadCleanReq_mshr_miss_rate::.cpu.inst     0.745081                       # mshr miss rate for ReadCleanReq accesses
system.cpu.l2cache.ReadCleanReq_mshr_miss_rate::total     0.745081                       # mshr miss rate for ReadCleanReq accesses
system.cpu.l2cache.ReadCleanReq_avg_mshr_miss_latency::.cpu.inst 19757.108094                       # average ReadCleanReq mshr miss latency
system.cpu.l2cache.ReadCleanReq_avg_mshr_miss_latency::total 19757.108094                       # average ReadCleanReq mshr miss latency
system.cpu.l2cache.ReadSharedReq_hits::.cpu.data       410373                       # number of ReadSharedReq hits
system.cpu.l2cache.ReadSharedReq_hits::.cpu.dcache.prefetcher       173441                       # number of ReadSharedReq hits
system.cpu.l2cache.ReadSharedReq_hits::total       583814                       # number of ReadSharedReq hits
system.cpu.l2cache.ReadSharedReq_misses::.cpu.data       153262                       # number of ReadSharedReq misses
system.cpu.l2cache.ReadSharedReq_misses::.cpu.dcache.prefetcher       315159                       # number of ReadSharedReq misses
system.cpu.l2cache.ReadSharedReq_misses::total       468421                       # number of ReadSharedReq misses
system.cpu.l2cache.ReadSharedReq_miss_latency::.cpu.data   3686491480                       # number of ReadSharedReq miss cycles
system.cpu.l2cache.ReadSharedReq_miss_latency::.cpu.dcache.prefetcher  10858793628                       # number of ReadSharedReq miss cycles
system.cpu.l2cache.ReadSharedReq_miss_latency::total  14545285108                       # number of ReadSharedReq miss cycles
system.cpu.l2cache.ReadSharedReq_accesses::.cpu.data       563635                       # number of ReadSharedReq accesses(hits+misses)
system.cpu.l2cache.ReadSharedReq_accesses::.cpu.dcache.prefetcher       488600                       # number of ReadSharedReq accesses(hits+misses)
system.cpu.l2cache.ReadSharedReq_accesses::total      1052235                       # number of ReadSharedReq accesses(hits+misses)
system.cpu.l2cache.ReadSharedReq_miss_rate::.cpu.data     0.271917                       # miss rate for ReadSharedReq accesses
system.cpu.l2cache.ReadSharedReq_miss_rate::.cpu.dcache.prefetcher     0.645025                       # miss rate for ReadSharedReq accesses
system.cpu.l2cache.ReadSharedReq_miss_rate::total     0.445168                       # miss rate for ReadSharedReq accesses
system.cpu.l2cache.ReadSharedReq_avg_miss_latency::.cpu.data 24053.525858                       # average ReadSharedReq miss latency
system.cpu.l2cache.ReadSharedReq_avg_miss_latency::.cpu.dcache.prefetcher 34454.969168                       # average ReadSharedReq miss latency
system.cpu.l2cache.ReadSharedReq_avg_miss_latency::total 31051.735742                       # average ReadSharedReq miss latency
system.cpu.l2cache.ReadSharedReq_mshr_hits::.cpu.data           97                       # number of ReadSharedReq MSHR hits
system.cpu.l2cache.ReadSharedReq_mshr_hits::.cpu.dcache.prefetcher        24508                       # number of ReadSharedReq MSHR hits
system.cpu.l2cache.ReadSharedReq_mshr_hits::total        24605                       # number of ReadSharedReq MSHR hits
system.cpu.l2cache.ReadSharedReq_mshr_misses::.cpu.data       153165                       # number of ReadSharedReq MSHR misses
system.cpu.l2cache.ReadSharedReq_mshr_misses::.cpu.dcache.prefetcher       290651                       # number of ReadSharedReq MSHR misses
system.cpu.l2cache.ReadSharedReq_mshr_misses::total       443816                       # number of ReadSharedReq MSHR misses
system.cpu.l2cache.ReadSharedReq_mshr_miss_latency::.cpu.data   3028986323                       # number of ReadSharedReq MSHR miss cycles
system.cpu.l2cache.ReadSharedReq_mshr_miss_latency::.cpu.dcache.prefetcher   8125322399                       # number of ReadSharedReq MSHR miss cycles
system.cpu.l2cache.ReadSharedReq_mshr_miss_latency::total  11154308722                       # number of ReadSharedReq MSHR miss cycles
system.cpu.l2cache.ReadSharedReq_mshr_miss_rate::.cpu.data     0.271745                       # mshr miss rate for ReadSharedReq accesses
system.cpu.l2cache.ReadSharedReq_mshr_miss_rate::.cpu.dcache.prefetcher     0.594865                       # mshr miss rate for ReadSharedReq accesses
system.cpu.l2cache.ReadSharedReq_mshr_miss_rate::total     0.421784                       # mshr miss rate for ReadSharedReq accesses
system.cpu.l2cache.ReadSharedReq_avg_mshr_miss_latency::.cpu.data 19775.969203                       # average ReadSharedReq mshr miss latency
system.cpu.l2cache.ReadSharedReq_avg_mshr_miss_latency::.cpu.dcache.prefetcher 27955.597603                       # average ReadSharedReq mshr miss latency
system.cpu.l2cache.ReadSharedReq_avg_mshr_miss_latency::total 25132.732308                       # average ReadSharedReq mshr miss latency
system.cpu.l2cache.InvalidateReq_hits::.cpu.data       103619                       # number of InvalidateReq hits
system.cpu.l2cache.InvalidateReq_hits::.cpu.dcache.prefetcher          872                       # number of InvalidateReq hits
system.cpu.l2cache.InvalidateReq_hits::total       104491                       # number of InvalidateReq hits
system.cpu.l2cache.InvalidateReq_misses::.cpu.data        76416                       # number of InvalidateReq misses
system.cpu.l2cache.InvalidateReq_misses::.cpu.dcache.prefetcher          856                       # number of InvalidateReq misses
system.cpu.l2cache.InvalidateReq_misses::total        77272                       # number of InvalidateReq misses
system.cpu.l2cache.InvalidateReq_miss_latency::.cpu.data    669267424                       # number of InvalidateReq miss cycles
system.cpu.l2cache.InvalidateReq_miss_latency::.cpu.dcache.prefetcher       505512                       # number of InvalidateReq miss cycles
system.cpu.l2cache.InvalidateReq_miss_latency::total    669772936                       # number of InvalidateReq miss cycles
system.cpu.l2cache.InvalidateReq_accesses::.cpu.data       180035                       # number of InvalidateReq accesses(hits+misses)
system.cpu.l2cache.InvalidateReq_accesses::.cpu.dcache.prefetcher         1728                       # number of InvalidateReq accesses(hits+misses)
system.cpu.l2cache.InvalidateReq_accesses::total       181763                       # number of InvalidateReq accesses(hits+misses)
system.cpu.l2cache.InvalidateReq_miss_rate::.cpu.data     0.424451                       # miss rate for InvalidateReq accesses
system.cpu.l2cache.InvalidateReq_miss_rate::.cpu.dcache.prefetcher     0.495370                       # miss rate for InvalidateReq accesses
system.cpu.l2cache.InvalidateReq_miss_rate::total     0.425125                       # miss rate for InvalidateReq accesses
system.cpu.l2cache.InvalidateReq_avg_miss_latency::.cpu.data  8758.210637                       # average InvalidateReq miss latency
system.cpu.l2cache.InvalidateReq_avg_miss_latency::.cpu.dcache.prefetcher   590.551402                       # average InvalidateReq miss latency
system.cpu.l2cache.InvalidateReq_avg_miss_latency::total  8667.731339                       # average InvalidateReq miss latency
system.cpu.l2cache.InvalidateReq_mshr_hits::.cpu.data         3264                       # number of InvalidateReq MSHR hits
system.cpu.l2cache.InvalidateReq_mshr_hits::.cpu.dcache.prefetcher            9                       # number of InvalidateReq MSHR hits
system.cpu.l2cache.InvalidateReq_mshr_hits::total         3273                       # number of InvalidateReq MSHR hits
system.cpu.l2cache.InvalidateReq_mshr_misses::.cpu.data        73152                       # number of InvalidateReq MSHR misses
system.cpu.l2cache.InvalidateReq_mshr_misses::.cpu.dcache.prefetcher          847                       # number of InvalidateReq MSHR misses
system.cpu.l2cache.InvalidateReq_mshr_misses::total        73999                       # number of InvalidateReq MSHR misses
system.cpu.l2cache.InvalidateReq_mshr_miss_latency::.cpu.data   2951717364                       # number of InvalidateReq MSHR miss cycles
system.cpu.l2cache.InvalidateReq_mshr_miss_latency::.cpu.dcache.prefetcher     16974205                       # number of InvalidateReq MSHR miss cycles
system.cpu.l2cache.InvalidateReq_mshr_miss_latency::total   2968691569                       # number of InvalidateReq MSHR miss cycles
system.cpu.l2cache.InvalidateReq_mshr_miss_rate::.cpu.data     0.406321                       # mshr miss rate for InvalidateReq accesses
system.cpu.l2cache.InvalidateReq_mshr_miss_rate::.cpu.dcache.prefetcher     0.490162                       # mshr miss rate for InvalidateReq accesses
system.cpu.l2cache.InvalidateReq_mshr_miss_rate::total     0.407118                       # mshr miss rate for InvalidateReq accesses
system.cpu.l2cache.InvalidateReq_avg_mshr_miss_latency::.cpu.data 40350.467028                       # average InvalidateReq mshr miss latency
system.cpu.l2cache.InvalidateReq_avg_mshr_miss_latency::.cpu.dcache.prefetcher 20040.383707                       # average InvalidateReq mshr miss latency
system.cpu.l2cache.InvalidateReq_avg_mshr_miss_latency::total 40117.995770                       # average InvalidateReq mshr miss latency
system.cpu.l2cache.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.l2cache.prefetcher.pfIssued         280265                       # number of hwpf issued
system.cpu.l2cache.prefetcher.pfIdentified       310411                       # number of prefetch candidates identified
system.cpu.l2cache.prefetcher.pfBufferHit        13187                       # number of redundant prefetches already in prefetch queue
system.cpu.l2cache.prefetcher.pfInCache             0                       # number of redundant prefetches already in cache/mshr dropped
system.cpu.l2cache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size
system.cpu.l2cache.prefetcher.pfSpanPage       108777                       # number of prefetches that crossed the page
system.cpu.l2cache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.l2cache.tags.tagsinuse         4045.530982                       # Cycle average of tags in use
system.cpu.l2cache.tags.total_refs            4099472                       # Total number of references to valid blocks.
system.cpu.l2cache.tags.sampled_refs          1853887                       # Sample count of references to valid blocks.
system.cpu.l2cache.tags.avg_refs             2.211285                       # Average number of references to valid blocks.
system.cpu.l2cache.tags.warmup_cycle            91868                       # Cycle when the warmup percentage was hit.
system.cpu.l2cache.tags.occ_blocks::.writebacks  1402.980253                       # Average occupied blocks per requestor
system.cpu.l2cache.tags.occ_blocks::.cpu.inst   899.543077                       # Average occupied blocks per requestor
system.cpu.l2cache.tags.occ_blocks::.cpu.data   960.391029                       # Average occupied blocks per requestor
system.cpu.l2cache.tags.occ_blocks::.cpu.dcache.prefetcher   557.995670                       # Average occupied blocks per requestor
system.cpu.l2cache.tags.occ_blocks::.cpu.l2cache.prefetcher   224.620953                       # Average occupied blocks per requestor
system.cpu.l2cache.tags.occ_percent::.writebacks     0.342524                       # Average percentage of cache occupancy
system.cpu.l2cache.tags.occ_percent::.cpu.inst     0.219615                       # Average percentage of cache occupancy
system.cpu.l2cache.tags.occ_percent::.cpu.data     0.234470                       # Average percentage of cache occupancy
system.cpu.l2cache.tags.occ_percent::.cpu.dcache.prefetcher     0.136229                       # Average percentage of cache occupancy
system.cpu.l2cache.tags.occ_percent::.cpu.l2cache.prefetcher     0.054839                       # Average percentage of cache occupancy
system.cpu.l2cache.tags.occ_percent::total     0.987678                       # Average percentage of cache occupancy
system.cpu.l2cache.tags.occ_task_id_blocks::1022         1235                       # Occupied blocks per task id
system.cpu.l2cache.tags.occ_task_id_blocks::1024         2860                       # Occupied blocks per task id
system.cpu.l2cache.tags.age_task_id_blocks_1022::0           10                       # Occupied blocks per task id
system.cpu.l2cache.tags.age_task_id_blocks_1022::1          492                       # Occupied blocks per task id
system.cpu.l2cache.tags.age_task_id_blocks_1022::2          721                       # Occupied blocks per task id
system.cpu.l2cache.tags.age_task_id_blocks_1022::3           12                       # Occupied blocks per task id
system.cpu.l2cache.tags.age_task_id_blocks_1024::0          150                       # Occupied blocks per task id
system.cpu.l2cache.tags.age_task_id_blocks_1024::1         1333                       # Occupied blocks per task id
system.cpu.l2cache.tags.age_task_id_blocks_1024::2         1337                       # Occupied blocks per task id
system.cpu.l2cache.tags.age_task_id_blocks_1024::3           40                       # Occupied blocks per task id
system.cpu.l2cache.tags.occ_task_id_percent::1022     0.301514                       # Percentage of cache occupancy per task id
system.cpu.l2cache.tags.occ_task_id_percent::1024     0.698242                       # Percentage of cache occupancy per task id
system.cpu.l2cache.tags.tag_accesses         36472735                       # Number of tag accesses
system.cpu.l2cache.tags.data_accesses        36472735                       # Number of data accesses
system.cpu.l2cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.lsq0.forwLoads                     1069151                       # Number of loads that had data forwarded from stores
system.cpu.lsq0.squashedLoads                 5491202                       # Number of loads squashed
system.cpu.lsq0.ignoredResponses                10511                       # Number of memory responses ignored because the instruction is squashed
system.cpu.lsq0.memOrderViolation               22480                       # Number of memory ordering violations
system.cpu.lsq0.squashedStores                2164883                       # Number of stores squashed
system.cpu.lsq0.rescheduledLoads               242604                       # Number of loads that were rescheduled
system.cpu.lsq0.blockedByCache                  80316                       # Number of times an access to memory failed due to the cache being blocked
system.cpu.power_state.pwrStateResidencyTicks::ON 118204828672                       # Cumulative time (in ticks) in various power states
system.cpu.rename.squashCycles                1808759                       # Number of cycles rename is squashing
system.cpu.rename.idleCycles                 92219528                       # Number of cycles rename is idle
system.cpu.rename.blockCycles                19911354                       # Number of cycles rename is blocking
system.cpu.rename.serializeStallCycles        7448639                       # count of cycles rename stalledfor serializing inst
system.cpu.rename.runCycles                  86206463                       # Number of cycles rename is running
system.cpu.rename.unblockCycles              33514177                       # Number of cycles rename is unblocking
system.cpu.rename.renamedInsts              338875202                       # Number of instructions processed by rename
system.cpu.rename.squashedInsts               3456430                       # Number of squashed instructions processed by rename
system.cpu.rename.ROBFullEvents                   458                       # Number of times rename has blocked due to ROB full
system.cpu.rename.IQFullEvents               25072596                       # Number of times rename has blocked due to IQ full
system.cpu.rename.SQFullEvents                 251508                       # Number of times rename has blocked due to SQ full
system.cpu.rename.renamedOperands           357374636                       # Number of destination operands rename has renamed
system.cpu.rename.lookups                   651291175                       # Number of register rename lookups that rename has made
system.cpu.rename.intLookups                373292670                       # Number of integer rename lookups
system.cpu.rename.vecLookups                121666212                       # Number of vector rename lookups
system.cpu.rename.committedMaps             329292605                       # Number of HB maps that are committed
system.cpu.rename.undoneMaps                 28082031                       # Number of HB maps that are undone due to squashing
system.cpu.rename.serializing                  284512                       # count of serializing insts renamed
system.cpu.rename.tempSerializing              177617                       # count of temporary serializing insts renamed
system.cpu.rename.skidInsts                  64425301                       # count of insts added to the skid buffer
system.cpu.rob.reads                        523438731                       # The number of ROB reads
system.cpu.rob.writes                       670278881                       # The number of ROB writes
system.cpu.thread_0.numInsts                261123586                       # Number of Instructions committed
system.cpu.thread_0.numOps                  312340919                       # Number of Ops committed
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References
system.l3cache.demand_hits::.cpu.inst          364056                       # number of demand (read+write) hits
system.l3cache.demand_hits::.cpu.data          416564                       # number of demand (read+write) hits
system.l3cache.demand_hits::.cpu.dcache.prefetcher       275173                       # number of demand (read+write) hits
system.l3cache.demand_hits::.cpu.l2cache.prefetcher       106887                       # number of demand (read+write) hits
system.l3cache.demand_hits::total             1162680                       # number of demand (read+write) hits
system.l3cache.overall_hits::.cpu.inst         364056                       # number of overall hits
system.l3cache.overall_hits::.cpu.data         416564                       # number of overall hits
system.l3cache.overall_hits::.cpu.dcache.prefetcher       275173                       # number of overall hits
system.l3cache.overall_hits::.cpu.l2cache.prefetcher       106887                       # number of overall hits
system.l3cache.overall_hits::total            1162680                       # number of overall hits
system.l3cache.demand_misses::.cpu.inst          3458                       # number of demand (read+write) misses
system.l3cache.demand_misses::.cpu.data          2738                       # number of demand (read+write) misses
system.l3cache.demand_misses::.cpu.dcache.prefetcher        15787                       # number of demand (read+write) misses
system.l3cache.demand_misses::.cpu.l2cache.prefetcher        12399                       # number of demand (read+write) misses
system.l3cache.demand_misses::total             34382                       # number of demand (read+write) misses
system.l3cache.overall_misses::.cpu.inst         3458                       # number of overall misses
system.l3cache.overall_misses::.cpu.data         2738                       # number of overall misses
system.l3cache.overall_misses::.cpu.dcache.prefetcher        15787                       # number of overall misses
system.l3cache.overall_misses::.cpu.l2cache.prefetcher        12399                       # number of overall misses
system.l3cache.overall_misses::total            34382                       # number of overall misses
system.l3cache.demand_miss_latency::.cpu.inst    312231115                       # number of demand (read+write) miss cycles
system.l3cache.demand_miss_latency::.cpu.data    271906010                       # number of demand (read+write) miss cycles
system.l3cache.demand_miss_latency::.cpu.dcache.prefetcher   2746885199                       # number of demand (read+write) miss cycles
system.l3cache.demand_miss_latency::.cpu.l2cache.prefetcher   2099026858                       # number of demand (read+write) miss cycles
system.l3cache.demand_miss_latency::total   5430049182                       # number of demand (read+write) miss cycles
system.l3cache.overall_miss_latency::.cpu.inst    312231115                       # number of overall miss cycles
system.l3cache.overall_miss_latency::.cpu.data    271906010                       # number of overall miss cycles
system.l3cache.overall_miss_latency::.cpu.dcache.prefetcher   2746885199                       # number of overall miss cycles
system.l3cache.overall_miss_latency::.cpu.l2cache.prefetcher   2099026858                       # number of overall miss cycles
system.l3cache.overall_miss_latency::total   5430049182                       # number of overall miss cycles
system.l3cache.demand_accesses::.cpu.inst       367514                       # number of demand (read+write) accesses
system.l3cache.demand_accesses::.cpu.data       419302                       # number of demand (read+write) accesses
system.l3cache.demand_accesses::.cpu.dcache.prefetcher       290960                       # number of demand (read+write) accesses
system.l3cache.demand_accesses::.cpu.l2cache.prefetcher       119286                       # number of demand (read+write) accesses
system.l3cache.demand_accesses::total         1197062                       # number of demand (read+write) accesses
system.l3cache.overall_accesses::.cpu.inst       367514                       # number of overall (read+write) accesses
system.l3cache.overall_accesses::.cpu.data       419302                       # number of overall (read+write) accesses
system.l3cache.overall_accesses::.cpu.dcache.prefetcher       290960                       # number of overall (read+write) accesses
system.l3cache.overall_accesses::.cpu.l2cache.prefetcher       119286                       # number of overall (read+write) accesses
system.l3cache.overall_accesses::total        1197062                       # number of overall (read+write) accesses
system.l3cache.demand_miss_rate::.cpu.inst     0.009409                       # miss rate for demand accesses
system.l3cache.demand_miss_rate::.cpu.data     0.006530                       # miss rate for demand accesses
system.l3cache.demand_miss_rate::.cpu.dcache.prefetcher     0.054258                       # miss rate for demand accesses
system.l3cache.demand_miss_rate::.cpu.l2cache.prefetcher     0.103943                       # miss rate for demand accesses
system.l3cache.demand_miss_rate::total       0.028722                       # miss rate for demand accesses
system.l3cache.overall_miss_rate::.cpu.inst     0.009409                       # miss rate for overall accesses
system.l3cache.overall_miss_rate::.cpu.data     0.006530                       # miss rate for overall accesses
system.l3cache.overall_miss_rate::.cpu.dcache.prefetcher     0.054258                       # miss rate for overall accesses
system.l3cache.overall_miss_rate::.cpu.l2cache.prefetcher     0.103943                       # miss rate for overall accesses
system.l3cache.overall_miss_rate::total      0.028722                       # miss rate for overall accesses
system.l3cache.demand_avg_miss_latency::.cpu.inst 90292.398785                       # average overall miss latency
system.l3cache.demand_avg_miss_latency::.cpu.data 99308.257852                       # average overall miss latency
system.l3cache.demand_avg_miss_latency::.cpu.dcache.prefetcher 173996.655413                       # average overall miss latency
system.l3cache.demand_avg_miss_latency::.cpu.l2cache.prefetcher 169290.011936                       # average overall miss latency
